bvid,arcurl,title,pubdate,rank_offset,author,mid,play,review,video_review,favorites,duration,tag,description
BV1Cb411k7sU,http://www.bilibili.com/video/av42338420,【Mugen】拳皇：卡西姆和血八,2019-02-01 16:21:41,152,剑心寒,3479163,11690,102,64,48,164,"拳皇,KOF,八神,卡西姆,血八",
BV1Sb411m7s4,http://www.bilibili.com/video/av43334369,【MUGEN】新·另一个京先生队 VS 超级音巢队,2019-02-12 19:23:23,153,丶宴傀,105081752,11564,88,311,91,793,"杯赛,拳皇,Mugen,kof,八神,零子,核弹拉尔夫",另一个京先生：伊格尼兹，受死吧！
BV1Bb411k7yt,http://www.bilibili.com/video/av42355694,【MUGEN】进击的巨人 VS 进击的小波【1080P】【60帧】,2019-02-01 19:38:05,154,L的朋友,2025332,11555,135,66,33,331,"MUGEN,论BGM的重要性,神仙打架,战歌,BGM带感,进击的巨人,一拳超人,自由之翼,OP,60帧",人，只有在放弃战斗的时候才算输，只要坚持战斗，就还没输。
BV1nb411z79m,http://www.bilibili.com/video/av42760109,[Mugen]新春整合共享篇！ 新年新气象 祝各位新年快乐！,2019-02-06 04:26:29,155,骷髅丶kulou,179942601,11554,112,119,211,1295,"MUGEN,狂级,十割","相关游戏：MUGEN
简介补充：让你们久等了，还是和去年那个整合一样，给你们空了十个格子给你们自己加人物，拖更了这么久是因为电脑出了点问题，下期视频或许得重做系统之后再更新了，链接我还是会在评论区放出，感谢各位的支持，新的一年我们一起努力，新年快乐！"
BV1Qb411a7BD,http://www.bilibili.com/video/av44083176,NEW KOF TLE 2019整合公开，链接在简介,2019-02-19 19:04:51,156,车友车行_-_,393855035,11526,27,3,133,509,MUGEN,链接: https://pan.baidu.com/s/162DjPaei0d-VywPar-fR7Q 提取码: ptfx
BV15b411C74i,http://www.bilibili.com/video/av42435476,【Mugen】拳皇：烟K和真零,2019-02-06 18:00:28,157,剑心寒,3479163,11492,64,75,42,190,"拳皇,KOF,K,真零,zero",
BV1cb41167fq,http://www.bilibili.com/video/av42889681,【MUGEN】Sans vs Dust Sans {附下载地址},2019-02-07 20:13:33,158,Uviter,180212357,11447,48,5,80,226,"MUGEN,传说之下","这。。。。
这个尘埃sans是12P
原版sans是最弱那一p【原版sans最弱的不是1p也不是12p，最弱的一p放完开头攻击就开始流汗，再补几刀就死，但是你没这个机会。。。大概吧，最强一p，可以和gaster平局，如果是最弱一p只要是免疫击退的人物基本都可以打死，最强一p一般情况下平局】
百度云链接(含启动器)：htt p s://pa n.ba idu.com/s/1LJi9 iu 8x ntvpl 4DM X 9a05 Q 密码：n k 5s
会被吞,请自行删除空格"
BV1yb411k7uf,http://www.bilibili.com/video/av42336940,【MUGEN】西装暴徒队 VS 雅格威克队,2019-02-01 16:01:13,159,丶宴傀,105081752,11443,83,441,87,861,"杯赛,拳皇,八神,kof,狂级,牌哥,Mugen",终神篇~
BV1Nb411Y7Zj,http://www.bilibili.com/video/av44160751,【Mugen】拳皇：T和blut,2019-02-20 14:25:09,160,剑心寒,3479163,11359,80,92,80,182,"拳皇,KOF,K,T,blut",当你们看到这个视频的时候，我已经直播很久了
BV18b411k7ub,http://www.bilibili.com/video/av42326713,空条承太郎 VS 迪奥布兰度,2019-02-01 16:44:15,161,Civia_salyn,29511475,11275,124,86,92,226,"寒假不再咕咕咕,MUGEN,JOJO的奇妙冒险,JOJO,空条承太郎,迪奥,承太郎,迪奥布兰度,卖鱼强,未来遗产",本视频由@炼金丨格洛莉娅录制加上传（主程序是用的是この迪奥哒的）
BV14b41127FZ,http://www.bilibili.com/video/av43587955,［手机MUGEN］奥特曼VS所有人,2019-02-15 01:04:30,162,梦境幻乂,282924694,11243,4,1,27,208,"MUGEN,单机游戏,格斗游戏",有点卡不想录声音
BV13b411r7T7,http://www.bilibili.com/video/av42591208,【MUGEN】大木桶辉夜 VS 大水桶菠萝【1080P】【60帧】,2019-02-04 07:45:05,163,L的朋友,2025332,11223,78,43,45,390,"MUGEN,神仙打架,BGM带感,论BGM的重要性,一拳超人,火影忍者,波罗斯,60帧,火影,大筒木辉夜",是我的！是我的！查克拉都特么是老娘的！！！
BV1tb41127fE,http://www.bilibili.com/video/av43590475,MUGEN 青青暴风子与零子,2019-02-15 01:46:12,164,Zero_Dash,4459869,11200,110,42,132,181,"暴风子,零子,mugen",青青的暴风子与零子的演出彩蛋哦
BV1xb411k7Nh,http://www.bilibili.com/video/av42282039,【MUGEN】魔禁VS型月-1:垣根被公主打进冰箱！当麻开神净！,2019-02-01 02:03:08,165,N-S-Y,21790693,11086,77,185,88,353,"魔法禁书目录,FATE,上条当麻,垣根帝督,一方通行,白井黑子,Saber_Alter,爱尔奎特,斯卡哈,月姬","型月VS魔禁
人物强度：强~狂"
BV1mb411z7Xx,http://www.bilibili.com/video/av42851348,【MUGEN】人物强度测试（新版黑白电视 魔改）黑白电视：没想到吧，我又回来了！现在，谁还敢说我是时泪？Bloo：我打火机呢？,2019-02-07 11:45:03,166,爱看电视的方风,10197755,11071,72,215,67,1381,"MUGEN,狂级,十割,拳皇,游戏,格斗,新人,KOF,自制,高尼茨","没错，我更新了！在家没事打开Mugen发现运行流畅不少就稍微调整一下录制软件就尝试录一期。
魔改版的黑白电视我很早就有关注，就是一直没上，现在想做一期就决定是他了。
感谢各位作者制作的精美人物和AI，视频如有违规请通知我，我会做出回应并说明的。
禁止攻击人物、AI和作者
PS：我们Mugen高中的群号: 581818247， 真心喜欢Mugen,喜欢语C的小伙伴们请加入我们。
我们Mugen高中欢迎新同学的加入哟~o( =∩w∩= )m"
BV16b41167jv,http://www.bilibili.com/video/av42494925,【MUGEN】铃科百合子 VS 上条当麻【1080P】【60帧】,2019-02-03 09:03:47,167,L的朋友,2025332,10965,33,64,104,227,"MUGEN,神仙打架,魔法禁书目录,上条当麻,一方通行,某科学的超电磁炮,丧心病狂,魔禁,家暴,同人","讨厌啦~~~
这里。。。可是。。。一方。。。通。。。。。。雅。。。雅蠛蝶。。。。。。"
BV1xb411y7nc,http://www.bilibili.com/video/av42144862,龙珠超大人物版mugen，（整合分享），新年快乐!!!,2019-02-04 12:00:56,168,霸者一方,108891395,10823,39,3,81,268,"MUGEN,龙珠超,霸者一方,整合,手机游戏,PC游戏",龙珠超大人物版mugen，链接:https://pan.baidu.com/s/1PKfStZ4m0sM06mIBSWKFlg 提取码视频里找。
BV1jb41187LU,http://www.bilibili.com/video/av44662726,【Mugen】天堂之战Ⅱ 26p 音巢，仍为巅峰！！,2019-02-25 15:45:41,169,岑寂轮回,9224274,10786,153,355,456,1411,"MUGEN,拳皇,凶级,狂级,大乱斗,神作,良心不火,剧情向,老E,音巢","别人都有他们的感谢名单，我这里只有你们，支持我的都在我的感谢名单里
求：推荐800，收藏400，硬币1333，评论300，弹幕880，分享100，播放8000.
三天内达成其中三条直接更新天堂之战27！
长按点赞五秒解锁“马里奥的哥们儿”成就哦！
注意：1，设定并非完全遵守原设。
          2，剧中人物一切对话，一切猜想，均不一定是正确观点，也不代表up主的想法。
          3，感谢混乱邪恶咕哒子帮助写了一段剧情，大家可以猜猜那段出于他之手。
闲聊群：428557225
催更群：587"
BV1Ab411C7jq,http://www.bilibili.com/video/av42430555,【Mugen】拳皇：K9999和噩梦洛克,2019-02-02 15:34:37,170,剑心寒,3479163,10723,63,59,35,165,"拳皇,KOF,洛克,K9999",
BV1rb411Y7xT,http://www.bilibili.com/video/av44241866,mugen特效威尔人物分享,2019-02-21 09:36:34,171,Q5a77,370875483,10629,26,0,41,467,"MUGEN,手操,拳皇,单机游戏,自制,演示",拳皇mugen手机版百人整合包，1.52g，要包的加我qq，视频内容有，希望大家点点关注，转发转发
BV1Zb411h7sy,http://www.bilibili.com/video/av44462128,【Mugen】命运dio VS 11p荒风,2019-02-23 15:36:47,172,Civia_salyn,29511475,10585,83,81,56,277,"MUGEN,手操,狂级,KOF,高尼兹,我看了电视,DIO,JoJo的奇妙冒险,超越天堂 DIO",打得不好请见谅（因为太久没玩所以不会玩了）
BV1db411t7a5,http://www.bilibili.com/video/av44923263,拳皇mugen手机版群号在视频内容，大家投个币,2019-02-28 14:44:47,173,Q5a77,370875483,10548,27,0,65,150,"MUGEN,拳皇,kof,自制,剪辑,拳皇mugen",拳皇mugen手机版，群号再视频内容，感谢观看
BV17b41167BW,http://www.bilibili.com/video/av42944110,《mugen》 龙骑  vs  龙牙,2019-02-08 14:45:52,174,NatsumiTohka,150146517,10539,39,27,94,131,"MUGEN,假面骑士mugen,假面骑士,假面骑士龙骑,龙骑,特摄,龙骑士,童年,mugen,龙",-
BV1bb41127B1,http://www.bilibili.com/video/av43594909,【MuGen】音速系列更新演出；草：“准备好了么八神”八：“西内！”,2019-02-15 06:33:23,175,夕暮れ丶,34131764,10476,86,70,214,271,"MUGEN,拳皇,狂级,十割,单机游戏,KOF,格斗,草薙京,八神,大蛇","1.视频3分00秒展示演出
2.草和八都有更新
3.演出一定要和新版忻月八才会触发完整，请一同下载
4.观影愉快ww"
BV1qb41127gy,http://www.bilibili.com/video/av43620252,【Mugen】拳皇：DX牌哥和Blut,2019-02-15 12:27:56,176,剑心寒,3479163,10443,125,80,55,177,"拳皇,KOF,牌哥,罗兹威尔,blut",
BV1Xb411U7on,http://www.bilibili.com/video/av43045397,【Mugen】GM专场   cnao：哦？挑战者来了吗,2019-02-09 17:43:44,177,柴犬大爷,35379914,10415,59,297,40,1094,"MUGEN,狂级,拳皇,KOF,十割,阿克蒙德","这次视频的对战强度较大，请根据接受能力观看，若有不适请及时退出
bakagm 9p
大蛇gm 1p
冷酷gm 1p

若有违规，联系我我会立刻删除，谢谢观看"
BV1Vb41117Fy,http://www.bilibili.com/video/av43908164,[Mugen]人物做成演示代发：Nao the-space Killer（时空抹消者）,2019-02-18 02:22:52,178,黑椒橙子麦芽糖,27166533,10139,77,14,77,182,"MUGEN,手操,原创,演示","爱剪辑警告！！！！请收起你的手纸，放下你罪恶的双手！！这是正规视频！！！
咳咳，言归正传，受人委托，赶工做了他的人物演示视频，作者为17b，在千寻可以搜索，人物已经上传至千寻。
请各位理性观看！"
BV1Lb41167Sp,http://www.bilibili.com/video/av42909233,纱雾ai演示,2019-02-08 00:49:22,179,月上行者,28306769,9940,62,20,47,74,"和泉纱雾,埃罗芒阿老师,纱雾,演示,单机游戏,MUGEN,自制,新人向","感谢 漆黑处的光亮 制作的AI 【双打会给队友攒气 可以说是很不错的吉祥物了】
感谢 月上行者【谢自己可还行】 的人物      素材取自非格斗作品 《エロまんこ先生〜妹飼育》
AI下载地址：https://qxmugen.com/resource/character/author-download/13680
人物下载地址:https://qxmugen.com/member/21425    
看公告网盘"
BV1bb41167dU,http://www.bilibili.com/video/av42980328,【MUGEN】大武斗祭—122P—真剑胜负！,2019-02-08 21:54:59,180,桜ミク,97126,9781,161,420,116,1730,"MUGEN,大武斗祭","放弃DD时间用来填坑的我是UP之鉴(°∀°)ﾉ标题战其实是我一直最推的一对CP（只有我觉得这对才是最般配的么？）

PS：B站出了一个“悬赏任务”的功能我也顺便申请了，似乎可以在视频下面还是哪挂广告，所以见到广告记得点一下(ノ≧∇≦)ノ人是要恰饭（划掉）DD的嘛！"
BV1mb411671i,http://www.bilibili.com/video/av42517936,MUGEN 人物对战：领主古斯塔夫 Lord-Gustab.M,2019-02-03 14:11:50,181,Zero_Dash,4459869,9647,105,216,60,1442,"mugen,GM,滑丝",滑丝的领主古斯塔夫人物对战
BV1Vb411C7oC,http://www.bilibili.com/video/av42435615,【Mugen】拳皇：K子和DX牌哥,2019-02-07 09:00:14,182,剑心寒,3479163,9628,65,61,32,170,"拳皇,KOF,牌哥,K子",
BV1Qb41187b6,http://www.bilibili.com/video/av44742676,【红色警戒2】梦幻世界P1：《从零开始》,2019-02-26 13:55:08,183,暴躁小土豆_,31961422,9502,37,294,42,2275,"红色警戒2,红警2,RA2","1、军事行动：从零开始 - 地点：美国，落基山脉
　　卡维利将军的密令：在漫长的战争中，我们终于取得了胜利。但是，盟军内部为了抢夺战争胜利的果实，已经四分五裂，一部分高官控制了军队，并且发动政变，控制了白宫。现在，在与叛军的战
争中，我们完全处于下风。
　　如果要改变局势，唯一的可能性是夺取位于落基山脉的时间机器，并啓动它让我们回到与苏联的大战前，杀死背叛的高官，并为美国争取最大的利益。
　　任务目标一：占领时间机器的控制中心，以取得时间机器的控制权。
　　任务目标二：在时间 写不下了"
BV1Xb411b7fW,http://www.bilibili.com/video/av44581526,【MUGEN】人物强度测试（无头电视）无头电视：我没头了，也变强了！各位加拿大见！,2019-02-24 18:16:49,184,爱看电视的方风,10197755,9447,76,198,60,1682,"MUGEN,狂级,十割,拳皇,单机游戏,游戏,新人,自制,高尼茨,电视","开学了，可以恢复正常的更新，不出意外一周双更，近期大概会登场很多非KOF系列的角色
感谢各位作者制作的精美人物和AI，视频如有违规请通知我，我会做出回应并说明的。
禁止攻击人物、AI和作者
PS：我们Mugen高中的群号: 581818247， 真心喜欢Mugen,喜欢语C的小伙伴们请加入我们。
我们Mugen高中欢迎新同学的加入哟~o( =∩w∩= )m"
BV1Nb411a7je,http://www.bilibili.com/video/av44489686,【MUGEN】里拳皇大会1P,2019-02-23 20:10:47,185,逸逍遥,142774,9396,320,569,99,1355,MUGEN,新人求支持(=・ω・=)
BV1ib411h7Qm,http://www.bilibili.com/video/av44392965,【Mugen】拳皇：特瑞和神武,2019-02-22 20:07:44,186,剑心寒,3479163,9291,70,81,41,130,"拳皇,KOF,特瑞,神武",
BV1Bb411r7bR,http://www.bilibili.com/video/av42681626,【MUGEN】奥尔加·伊兹卡 VS Asgore ver.s,2019-02-05 06:56:58,187,Killer-Petroleum,398465556,9279,60,90,49,587,"MUGEN,mugen,UNDERTALE,undertale,奥尔加,铁血的奥尔芬斯,铁血的孤儿,希望之花,不要停下来啊,传说之下,机动战士高达","相关链接:MUGEN、mugen、undertale、传说之下、UNDERTALE、奥尔加、希望之花、机动战士高达、铁血的奥尔芬斯、铁血的孤儿、不要停下来啊
简介补充：
分P如下:9P 4P
12P 7P
11P 12P
12P 12P
人物属性:奥尔加＆Asgore ver.s
HP:1000
POWER:3000
ATK:100
DEF:100"
BV1Vb411872S,http://www.bilibili.com/video/av44654245,【Mugen】拳皇：烟K和se洛克,2019-02-25 13:16:49,188,剑心寒,3479163,9225,96,96,36,205,"拳皇,KOF,K,洛克",直播已经开始了。
BV1wb411C7a5,http://www.bilibili.com/video/av42434167,【Mugen】拳皇：山崎龙二和赛斯,2019-02-04 09:00:51,189,剑心寒,3479163,8981,52,83,26,165,"拳皇,KOF,赛斯,山崎龙二",
BV1jb411C7bg,http://www.bilibili.com/video/av42444073,【Mugen】佐菲奥特曼vs六小龄童,2019-02-02 18:01:57,190,就改这破网名丶,178971345,8940,102,61,36,713,"寒假不再咕咕咕,MUGEN,mugen,西游记,六小龄童,特摄,那位大人,奥特曼,佐菲奥特曼","佐菲奥特曼,HP1000
六小龄童，HP1000
血量200%"
BV1db411z7h7,http://www.bilibili.com/video/av42842622,崩坏抹消者 VS 苍白抹杀者,2019-02-07 07:55:30,191,小晴-苹果,231784883,8786,27,45,27,706,"MUGEN,崩坏之抹消者,神战,论外防御,苍白的抹杀者","本局
崩坏抹消者2P论外防御
苍白抹杀者6P全开论外防御"
BV1Wb411S7rk,http://www.bilibili.com/video/av43149678,【MUGEN720P】势力战~第二届最强主角VS最凶BOSS大会！P85,2019-02-10 21:19:14,192,闪闪的吉鲁,27961,8657,56,595,116,1392,"MUGEN,作品别,主角VSBOSS,最强VS最强,输了就滚大会","大家春节快乐~依然爆肝中！过气UP求一波
关注点击分享弹幕硬币收藏充电啦~求求求各种求！
本次大会依然分多个阶段 内置字幕介绍选手
上期：av42888795"
BV1Db411U7M9,http://www.bilibili.com/video/av43005659,【MUGEN】里昂·S·肯尼迪 VS 波罗·爱死·啃你弟【1080P】【60帧】,2019-02-09 07:54:34,193,L的朋友,2025332,8630,71,52,63,398,"MUGEN,BGM带感,生化危机,里昂,生化危机4,神仙打架,丧心病狂,林肯公园,一拳超人,搞笑",标题引起不适，举报了！！！
BV1mb411t7VL,http://www.bilibili.com/video/av44860586,【MUGEN720P】势力战~第二届最强主角VS最凶BOSS大会！P88,2019-02-27 19:57:06,194,闪闪的吉鲁,27961,8605,45,618,129,1543,"MUGEN,作品别,输了就滚大会,主角VSBOSS,最强VS最强","你们以为连更结束了么？但吾觉得…
自己的肝还能再抢救一下！过气UP求一波
关注点击分享弹幕硬币收藏充电啦~求求求各种求！
本次大会依然分多个阶段 内置字幕介绍选手
上期：av44018253"
BV1Kb411871H,http://www.bilibili.com/video/av44628726,【Mugen】拳皇：特瑞和安迪,2019-02-25 01:50:37,195,剑心寒,3479163,8510,77,71,26,158,"拳皇,KOF,饿狼传说,特瑞,安迪",
BV1ub411m7ag,http://www.bilibili.com/video/av43727775,【Mugen】拳皇：烟K和多米诺,2019-02-16 12:07:52,196,剑心寒,3479163,8506,49,54,26,186,"拳皇,KOF,多米诺,K,维吉尔",1点左右直播，大概。
BV1fb411z7Zb,http://www.bilibili.com/video/av42888795,【MUGEN720P】势力战~第二届最强主角VS最凶BOSS大会！P84,2019-02-07 20:11:44,197,闪闪的吉鲁,27961,8268,63,532,101,1563,"MUGEN,作品别,主角VSBOSS,最强VS最强,闪闪,输了就滚大会","大家过年好~持续爆肝中！
能更多少就看肝有多硬了！过气UP求一波
关注点击分享弹幕硬币收藏充电啦~求求求各种求！
本次大会依然分多个阶段 内置字幕介绍选手
上期：av42721297"
BV1Zb411U7ts,http://www.bilibili.com/video/av43030261,「黑历史」【人物停开】旧版Alpha人物演示,2019-02-09 14:43:56,198,斯达拉,48171650,8261,120,66,74,622,"k9999,stara,新人物,Alpha,人物,爆炸特效,k9,k49,观赏向,演示","aaa啊当了这么久的动态区up猪
终于发视频了啊啊啊
我也不知道有没有人看得上这人物
公开群号（群已解散，停开）
这东西还是脑洞突发做的
其实就是K9被伊格尼兹封印了力量然后解放
脱离了音巢，改了个名，不再想听到别人称呼自己的组织代号
恩大概就是这样
感谢的一些帮助 阿修神佬 二猫神佬 辽子神佬 Ex1神佬
之后慢慢加强，现在也就凶上到狂下；
oooo这次之后我也不知道什么时候有时间会继续更新
学习任务艰巨，，。，
嘿！求一波关注怎么样？（笑——）
也许什么时候就更新了"
BV1ib411t7eF,http://www.bilibili.com/video/av44855429,【MUGEN】大妈害死了儿子！（人物更新）,2019-02-27 19:00:48,199,账号注销7115146,278666756,8254,59,7,45,176,"MUGEN,人物,审核,大妈,mugen,更新,儿子,准神,声音,音量注意","MUGEN 人物更新 自制
更新日志：
2019/2/27 V1.2版
增加了出招无敌，大伤害免疫。
增加了10P以上回血，常时回气改为7P以上回气。
增加了受击无敌，时长随P数增加。
增加了一气大招“害死儿子”，大伤害即死。
增加了4P简易开幕阻止。
增加了开场与胜利动画。"
BV1Db411r79h,http://www.bilibili.com/video/av42721297,【MUGEN720P】势力战~第二届最强主角VS最凶BOSS大会！P83,2019-02-05 18:23:48,200,闪闪的吉鲁,27961,8203,62,608,102,1414,"MUGEN,作品别,主角VSBOSS,最强VS最强,输了就滚大会","大年初一 吾在这给大家拜年啦~ 
春节爆肝开始！更多少就看肝多硬了！过气UP求一波
关注点击分享弹幕硬币收藏充电啦~求求求各种求！
本次大会依然分多个阶段 内置字幕介绍选手
上期：av42590393"
BV1rb41117jA,http://www.bilibili.com/video/av43997752,一些 志贵的演出与反转 第二期,2019-02-18 23:17:38,201,远野纸贵,2149970,8171,22,44,89,674,"远野志贵,七夜志贵",远野志贵 七夜志贵 上期av43586559
BV1Tb41117iB,http://www.bilibili.com/video/av43853172,【Mugen】拳皇·凶狂领域·二阶段 12P 二阶段完结！,2019-02-17 15:36:26,202,不是小马哥的JoeOtaku,625192,8142,106,438,149,1178,"MUGEN,杯赛,拳皇,十割,狂级,八神,八神庵,草薙京,卢卡尔,凶狂级","相关游戏: Mugen、拳皇
简介补充: 自制，催更群：467047478，还是那句话：求200推荐！400硬币！求500弹幕！求100收藏！求100评论！新观众请点个关注！目标一周8000点击！
友情提示：杯赛更新速度的快慢非常可能取决于杯赛点击量哦（不受3次元影响的情况下），所以还请各位给力5连吧！
本杯赛内停开人物均已授权， 人物立绘来源网络，如有侵权请告知， 草薙京，库拉，零总及火塞立绘来自pixiv id=3813913 杯赛封面"
BV1Cb41167C7,http://www.bilibili.com/video/av42473614,【mugen凶恶向】论外测试：击破666小恶魔,2019-02-03 00:37:22,203,Nume_Nume,9623046,8140,49,159,58,931,"MUGEN,凶恶","%E6%83%A1%E9%AD%94:666（文件名L-Devil）
author = Makudonarudo

科普失误，删了重做旧版标题
我把她和某只小恶魔搞混了……"
BV1Vb41117Gz,http://www.bilibili.com/video/av43909001,【Mugen】雷欧奥特曼vs六小龄童,2019-02-18 03:10:43,204,就改这破网名丶,178971345,8122,23,36,53,697,"寒假不再咕咕咕,MUGEN,mugen,西游记,六小龄童,特摄,雷欧奥特曼,奥特曼","雷欧奥特曼，HP1000
六小龄童，HP1000
血量200%"
BV1Ub411m7W5,http://www.bilibili.com/video/av43328523,【MUGEN】雅典娜VS血炎库拉   要不是BGM不对，我不会输的……,2019-02-13 08:30:59,205,小京说漫,178843009,8046,16,16,54,225,"狂级,拳皇,KOFM,雅典娜,血炎库拉,血炎","点进来的朋友们，都点个赞加评论，我看好你们哦！能三连就更好了(●°u°●) 」
我们下期再见"
BV1Ab411r7gZ,http://www.bilibili.com/video/av42535475,【Mugen】拳皇·凶狂领域·二阶段 11P 八神：这是一场酒量的胜负，喝完发酒疯真爽.jpg,2019-02-03 17:51:37,206,不是小马哥的JoeOtaku,625192,8041,180,379,95,1202,"MUGEN,杯赛,拳皇,十割,八神庵,狂级,八神,凶狂级,卢卡尔,草薙京","相关游戏: Mugen、拳皇
简介补充: 自制，催更群：467047478，还是那句话：求200推荐！400硬币！求500弹幕！求100收藏！求100评论！新观众请点个关注！目标一周8000点击！
友情提示：杯赛更新速度的快慢非常可能取决于杯赛点击量哦（不受3次元影响的情况下），所以还请各位给力5连吧！
本杯赛内停开人物均已授权， 人物立绘来源网络，如有侵权请告知， 草薙京，库拉，零总及火塞立绘来自pixiv id=3813913 杯赛封面"
BV1pb411y7Mo,http://www.bilibili.com/video/av42164812,【MUGEN】人物强度测试（凯兰真零）零总：身为音巢高层，就要贯彻企业文化，今天的我依旧十分自信！ 荒风：打一架决定今年在哪过年吧,2019-02-01 16:00:25,207,爱看电视的方风,10197755,8034,45,284,56,1775,"MUGEN,狂级,十割,KOF,拳皇,单机游戏,格斗,新人,凶级","这次视频有凶级也有狂级，主要是录着录着就上头了，不小心多录了几场，希望大家能够喜欢。
马上过年了，年前会有假期最后一个60帧的视频投稿，大家可以猜猜是谁。up在这里提前祝大家新春快乐。
视频属于自制 无手操 黑幕，如有违规请通知我，我会做出回应并说明情况。
禁止攻击人物、AI和作者
PS：我们Mugen高中的群号: 581818247， 真心喜欢Mugen,喜欢语C的小伙伴们请加入我们。
我们Mugen高中欢迎新同学的加入哟~o( =∩w∩= )m"
BV1bb411a7g2,http://www.bilibili.com/video/av44535586,【MUGEN】萍琪派 VS 暮光闪闪【1080P】【60帧】,2019-02-24 11:53:38,208,L的朋友,2025332,8017,40,54,43,453,"MUGEN,60帧,BGM带感,神仙打架,小马宝莉,彩虹小马,MYLITTLEPONY,暮光闪闪,萍琪派,家暴",现在我明白了世上有许多无法解释的奇妙事物，但并不意味着他们就不是真的，只需要你去接受并相信它们，有时候还需要一位好朋友的帮助。
BV15b411C7Hi,http://www.bilibili.com/video/av42435318,【Mugen】拳皇：坂崎良和特瑞,2019-02-06 09:00:59,209,剑心寒,3479163,7966,55,71,34,130,"拳皇,KOF,特瑞,坂崎良,龙虎之拳,饿狼传说",
BV1gb411r79Q,http://www.bilibili.com/video/av42590393,【MUGEN720P】势力战~第二届最强主角VS最凶BOSS大会！P82,2019-02-04 10:10:29,210,闪闪的吉鲁,27961,7933,56,450,87,1251,"MUGEN,作品别,输了就滚大会,主角VSBOSS,最强VS最强","春节快乐~祝大家猪年大吉 在新的一年中 欧气满满！
最近加了些新角色~但随机君依然不开心~过气UP求一波
关注点击分享弹幕硬币收藏充电啦~求求求各种求！
本次大会依然分多个阶段 内置字幕介绍选手
上期：av41152484"
BV1Eb41127nd,http://www.bilibili.com/video/av43564501,【MUGEN】狂绅士专场！！狂绅士：给我一首歌 高潮结束前 我给你盘圆润了,2019-02-14 23:16:33,211,豆叶greenery,24068374,7767,65,351,63,1659,"MUGEN,拳皇,狂级,KOF,草薙京,十割,卢卡尔,狂绅士,格斗,搬运社",过完年 该更新了
BV1db411h7Fi,http://www.bilibili.com/video/av44454384,【Mugen】拳皇·凶狂领域·三阶段 1P 八神：这杯酒你一定要喝！,2019-02-23 14:31:57,212,不是小马哥的JoeOtaku,625192,7763,86,443,124,1282,"MUGEN,杯赛,拳皇,十割,八神庵,狂级,八神,凶狂级,草薙京","相关游戏: Mugen、拳皇
简介补充: 自制，催更群：467047478，还是那句话：求200推荐！400硬币！求500弹幕！求100收藏！求100评论！新观众请点个关注！目标一周8000点击！
友情提示：杯赛更新速度的快慢非常可能取决于杯赛点击量哦（不受3次元影响的情况下），所以还请各位给力5连吧！
本杯赛内停开人物均已授权， 人物立绘来源网络，如有侵权请告知， 草薙京，库拉，零总及火塞立绘来自pixiv id=3813913 杯赛封面"
BV1Ab41117ZD,http://www.bilibili.com/video/av43873590,【Mugen】空条承太郎vs六小龄童,2019-02-17 18:39:15,213,就改这破网名丶,178971345,7664,70,62,37,730,"寒假不再咕咕咕,MUGEN,mugen,六小龄童,西游记,空条承太郎,JOJO的奇妙冒险","空条承太郎，HP1000
六小龄童，HP1000
血量200%"
BV1yb411679h,http://www.bilibili.com/video/av42479377,《MUGEN》 decade哥  VS  平成骑士,2019-02-03 04:01:24,214,NatsumiTohka,150146517,7632,36,90,40,2948,"格斗游戏,假面骑士DECADE,王小明,单机游戏,MUGEN,mugen,DECADE,假面骑士,骑士,特摄",做了两天终于完成了，铠武的视频等到明天，今天先休息下
BV18b411k7Yu,http://www.bilibili.com/video/av42325854,highdio VS 花京院典明,2019-02-01 16:35:37,215,Civia_salyn,29511475,7630,80,57,32,182,"寒假不再咕咕咕,MUGEN,花京院典明,JOJO,JOJO的奇妙冒险,花京院,单机游戏,JOJO奇妙冒险,DIO,high到不行",本视频由@炼金丨格洛莉娅录制加上传（主程序是用的是この迪奥哒的）
BV1nb411U7Zk,http://www.bilibili.com/video/av43469594,【小马宝莉】M6和她们的黑化干起来了，你想压谁？,2019-02-14 15:49:08,216,无形之梦,229059828,7604,70,301,67,737,"小马宝莉,我的小马驹,MLP,彩虹小马,暮光闪闪,友谊是魔法,我的小马,我的小马驹：友谊是魔法,紫悦,梦魇闪闪",MUGEN小马系列！我全都要！
BV1Zb41117Pm,http://www.bilibili.com/video/av44018253,【MUGEN720P】势力战~第二届最强主角VS最凶BOSS大会！P87,2019-02-19 01:42:52,217,闪闪的吉鲁,27961,7592,61,453,100,1420,"MUGEN,作品别,输了就滚大会,主角VSBOSS,最强VS最强","JOJO收下吧~这就是吾最后的肝！
祝大家元宵佳节欢乐多！过气UP求一波
关注点击分享弹幕硬币收藏充电啦~求求求各种求！
本次大会依然分多个阶段 内置字幕介绍选手
上期：av43536016"
BV1Fb411273N,http://www.bilibili.com/video/av43536016,【MUGEN720P】势力战~第二届最强主角VS最凶BOSS大会！P86,2019-02-14 18:35:44,218,闪闪的吉鲁,27961,7548,46,531,94,1561,"MUGEN,作品别,主角VSBOSS,最强VS最强,闪闪,输了就滚大会","大家214快乐~祝早日脱团找到好基友XD
春节期间绝赞好评爆肝连更中！过气UP求一波
关注点击分享弹幕硬币收藏充电啦~求求求各种求！
本次大会依然分多个阶段 内置字幕介绍选手
上期：av42888795"
