bvid,arcurl,title,pubdate,rank_offset,author,mid,play,review,video_review,favorites,duration,tag,description
BV1yb41117US,http://www.bilibili.com/video/av43977049,【Mugen】白井黑子vs十六夜咲夜,2019-02-18 19:12:57,219,就改这破网名丶,178971345,7493,88,52,56,460,"MUGEN,mugen,东方,白井黑子,十六夜咲夜,东方PROJECT,东方project,魔法禁书目录","白井黑子，HP1000
十六夜咲夜，HP1000
血量300%"
BV16b411S7Rx,http://www.bilibili.com/video/av43169292,(mugen) 拉尔夫队 VS. 七枷社队,2019-02-11 04:02:16,220,mugen小王子,396018753,7432,15,83,32,527,"MUGEN,格斗游戏,单机游戏,拳皇,格斗",https://youtu.be/EsbQH4q8QY4
BV1bb411k7z8,http://www.bilibili.com/video/av42320650,【Mugen】宿命之战篇 草薙队VS八神队,2019-02-01 13:47:00,221,柴犬大爷,35379914,7377,39,266,83,1017,"MUGEN,狂级,十割,拳皇,草薙京,八神,魂印",
BV1yb411r77Z,http://www.bilibili.com/video/av42670789,【新年快乐！！】新年特别篇！全员出场！（嘛 其实是为了预告恶魔八神）,2019-02-05 05:17:12,222,带魔王Ex1II,27640169,7175,87,105,103,725,"手操,狂级,八神庵,剧情向,人物,自制,mugen,JOJO","新年快乐！！！
本次特别篇emmmmmm。。全员的奇妙冒险（雾）
外加恶魔八神预告
本来预期新年公开 但是太赶了 做不好人物。。。所以只能做一期特别篇谢罪了！"
BV1mb41127Ei,http://www.bilibili.com/video/av43658412,【MUGEN】超级卢卡尔队VS超级女BOSS队,2019-02-15 18:43:27,223,Mugen退役人员,175897570,7116,40,264,109,1015,"MUGEN,观赏向,狂级,卢卡尔,BOSS战,拳皇","人物对战4V4 血量除狂绅士3000 秋叶DK4000 其余6000 P数除狂绅3P 五代社6P 其余均1P 除狂绅攻30防100 五代社长攻80防100 终卢攻60防100 其余攻防均100
出场顺序 1P:上帝社长 狂绅士 五代社长 1代终卢
2P:一个苏拉 终极零子100% 上帝安杰丽克 八神秋叶DK(BOSS模式)"
BV1Rb411U7eX,http://www.bilibili.com/video/av43055330,【MUGEN】暴走八神队VS元素八神队,2019-02-09 19:40:45,224,Mugen退役人员,175897570,7004,22,85,73,976,"MUGEN,观赏向,狂级,元素,暴走八神,拳皇","人物对战4V4 血量6000 除风衣暴八4000 P数均1P 除CT暴八攻60防100 其余攻防均100
出场顺序 1P:暴走八神XIII 风衣暴八 赤焰暴八 CT暴八
2P:元素1号 风衣元素 BOSS元素 OP元素八神"
BV1mb411S7NN,http://www.bilibili.com/video/av43190020,龙珠超mugen，（整合），大人物版，人物不多，录了2个1V1和2个2V2.,2019-02-15 12:00:43,225,霸者一方,108891395,6904,19,5,21,733,"MUGEN,霸者一方,单机游戏,动漫,整合,pc游戏,格斗,龙珠超,龙珠斗士Z,七龙珠",
BV1ab411k7yd,http://www.bilibili.com/video/av42333347,【Mugen】八神：让我来告诉你八稚女的正确使用方法。,2019-02-01 15:18:24,226,K-red,11417182,6841,48,86,18,330,"MUGEN,狂级,八神,草薙京,Kof","求关注
请尊重他人劳动成果
请勿攻击人物作者及ai。"
BV19b41167xG,http://www.bilibili.com/video/av42508037,【Mugen】当逗比拥有脑子会发生什么？,2019-02-03 12:36:49,227,K-red,11417182,6819,50,130,25,455,"MUGEN,狂级,搬运社,搞笑,大蛇,金蛇天尊,逗比,ev蛇",新的一年里提前祝大家新年大吉吧。
BV15b411Y7iS,http://www.bilibili.com/video/av44189453,【MUGEN】血草VS血八 #血草：我有驱动器，你有吗？,2019-02-21 15:50:46,228,拉二鸽,33542202,6735,48,75,94,277,"MUGEN,狂级,人物对战,十割,假面骑士,build,逗比,血炎","本视频元素过多，谨慎观看
QQ裙：281769883
求什么来着？"
BV1tb411z7aq,http://www.bilibili.com/video/av42786429,【UTmugen第11弹】Jevil VS Asgore ver.S,2019-02-06 15:09:37,229,Nume_Nume,9623046,6721,21,11,26,144,"MUGEN,狂级,Undertale","Jevil（文件名Jevil）
author = おっ（＾ω＾＝＾ω＾）おっ
Soundpatch author = おっ（＾ω＾＝＾ω＾）おっ

这作者我看不懂……
Jevil是比较标准的狂上弹幕流角色，可以完虐钢弹
对战无限零第二层就去世，同Susie
Jevil开的AI5，伤害翻了5倍，羊爸则是正常的12P"
BV1wb411Y7oR,http://www.bilibili.com/video/av44121704,【MUGEN】命运dio：我dio终于到达天堂.让你们见识一下吧！我dio改变【命运】的能力吧！！,2019-02-20 05:21:13,230,千夏沐晓,177384337,6649,24,62,20,598,"MUGEN,手操,狂级,JOJO的奇妙冒险,格斗,JOJO,单机游戏","dio：人的能力是有限的.我从短暂的人生当中学到一件事.越是玩弄计谋.就会发现人的能力是有限的..除非超越人类！当然那是百年前
每个人都是为了客服不安和恐惧以求心安理得地活下去！不论争夺名利.支配别人.或者是赚取金钱.都是为了安心！结婚或是交朋友也是为了安心！为和平而努力其实都是在为自己的安心找借口！】我认为 所谓【活着】就是要克服恐惧.而站在世界顶点的.便是那没有一丝恐惧的人！
然而我dio做到了！呵哈哈哈哈
手操对战.命运dio9p 
荒风8p
寒气少女6p
熊猫人4p"
BV1qb411a729,http://www.bilibili.com/video/av44071381,【Mugen】六小龄童vs两仪式,2019-02-19 16:15:38,231,就改这破网名丶,178971345,6635,71,46,48,401,"MUGEN,mugen,两仪式,六小龄童,西游记,月姬,空之境界","六小龄童，HP1000
两仪式，HP1000
血量200%"
BV1sb411S7jx,http://www.bilibili.com/video/av43147650,【Mugen】不死亡灵vs冰神,2019-02-10 20:23:59,232,三只粽子,63975254,6634,9,31,43,159,"MUGEN,拳皇MUGEN,拳皇,KOF,十割,单机游戏",喜欢的记得点赞， 投币，加关注，谢谢大家！
BV1tb41117CR,http://www.bilibili.com/video/av43925246,【MUGEN】(梦回97) 97八vs97草vs97大蛇,2019-02-18 07:43:13,233,筱凪喵,70934022,6619,48,155,38,770,"MUGEN,单机游戏,格斗游戏,草薙京,大蛇,八神庵",(°ー°〃)
BV1eb411r7K1,http://www.bilibili.com/video/av42638583,【MUGEN】三版本金木研 VS 三版本梅利奥达斯【1080P】【60帧】,2019-02-04 18:47:28,234,硬币驾驭,287992805,6573,19,108,37,733,"MUGEN,Mugen,东京吃货,格斗,单机游戏,龙珠",游戏:mugen。
BV1nb411h7QV,http://www.bilibili.com/video/av44311930,MUGEN 随便水氺,2019-02-21 23:21:27,235,Zero_Dash,4459869,6446,73,45,41,207,"mugen,暗蓝,布莱克",本期水点，夏娜酱把热动改了下...没了
BV1pb41187uK,http://www.bilibili.com/video/av44682411,【MUGEN】毒草VS碎K  #毒草：这才是扳机，Max Hazard On,2019-02-26 15:51:45,236,拉二鸽,33542202,6438,39,37,46,212,"MUGEN,十割,拳皇,草薙京,狂级,build,K'","最后一期？
QQ裙：281769883
求..."
BV1rb411C7NM,http://www.bilibili.com/video/av42036417,火影忍者终极风暴4 mugen，（推荐），CG很多的一款mugen游戏，所以游戏也很大，据说安装全部DLC有40多G，不过这个确实是mugen游戏里的精品了。,2019-02-01 12:00:40,237,霸者一方,108891395,6377,25,1,19,1622,"MUGEN,火影忍者,霸者一方,火影忍者终极风暴,手操,PC游戏",有剧情的游戏玩起来就是有代入感，这个火影忍者终极风暴4 mugen做的确实不错，虽然不算新mugen游戏了。
BV1kb41127XW,http://www.bilibili.com/video/av43674346,【人物发布】两仪式--迟到的214礼物,2019-02-15 20:45:17,238,中杯纯白巧克力圣代,6904529,6305,171,58,99,526,"MUGEN,手操,新人,狂级,自制",大家好，这里是萌新UP圣代式。其实人物视频昨天就做好的了，但是等考研成绩嘛，就暂时放了一天，今天给大家介绍一下我的大女儿--两仪式（别打脸，疼），人物改自愉悦大佬的两仪式，有征得同意。从对mugen啥也不懂只会看杯赛然后激动得一笔，到现在能够敢于把自己制做的人物发表出来已经过了4年了，mugen确实给我带来了很多快乐。初试线稳过之后，等到复试结束，我今后还会努力制作更优秀的人物出来的（现在是打算先学习写AI）。希望大家能够喜欢我和我的人物，觉得不好的地方也可以在评论区尽管提出来。就砸，咕噜拜~
BV1Ub41127no,http://www.bilibili.com/video/av43655928,逗比八神vs暴走八神,2019-02-15 18:38:07,239,疯狂的八稚女,35044475,6292,15,18,9,329,"寒假不再咕咕咕,凶级,mugen,八神,暴走八神,强凶","新年快乐
最近沉迷cf =  =
所以一直没有更新视频
禁止攻击ai人物作者
逮虾户！！！"
BV1ib411r7Vq,http://www.bilibili.com/video/av42639577,MUGEN 暴风子与暗蓝,2019-02-05 00:00:35,240,Zero_Dash,4459869,6282,82,76,54,200,"暴风子,mugen,暗蓝","大家新年快乐！
这期主要是水下夏娜酱
做的暗蓝的新觉醒
和新连段。"
BV1Bb411t7FA,http://www.bilibili.com/video/av44827636,【MUGEN】人物强度测试（Blau 重置）Blau：拥有更强大的力量，我就能讨回我的假发了！烟K：给我老老实实上足球课！,2019-02-27 13:22:43,241,爱看电视的方风,10197755,6270,59,159,64,1293,"MUGEN,狂级,十割,拳皇,KOF,自制,FA乐器,Bloo,K,哲♂学","更新一期Blau，特别感谢老八爷的信任、浮木的凶恶代码和bug修复
Blau使用的BGM来自av14959181 调教：新日暮里的勃哥
感谢各位作者制作的精美人物和AI，视频如有违规请通知我，我会做出回应并说明的。
禁止攻击人物、AI和作者
PS：我们Mugen高中的群号: 581818247， 真心喜欢Mugen,喜欢语C的小伙伴们请加入我们。
我们Mugen高中欢迎新同学的加入哟~o( =∩w∩= )m"
BV1ub411S7yB,http://www.bilibili.com/video/av43066044,(mugen) 里七枷社 VS. N.E.S.T,2019-02-09 21:19:46,242,mugen小王子,396018753,6244,26,55,18,251,"MUGEN,拳皇,格斗游戏,单机游戏",https://youtu.be/YAcjD08AEBs
BV1jb411677F,http://www.bilibili.com/video/av42906665,(mugen) 暴走八神 VS. 草薙京233,2019-02-08 00:09:22,243,mugen小王子,396018753,6233,11,32,23,606,"MUGEN,单机游戏,KOF,八神庵,草薙京",https://youtu.be/n7td7Ac7jns
BV1cb411m7KZ,http://www.bilibili.com/video/av43730035,【Mugen】芙兰朵露vs六小龄童,2019-02-16 12:50:13,244,就改这破网名丶,178971345,6200,106,46,50,1060,"寒假不再咕咕咕,MUGEN,mugen,东方,六小龄童,西游记,东方PROJECT,东方project,芙兰朵露·斯卡雷特","芙兰朵露，HP1000
六小龄童，HP1000
血量200%"
BV1Lb411h72f,http://www.bilibili.com/video/av44329516,【MUGEN】人物强度测试特别篇（屠神萝卜的成长之路）水蛇：挑战神明！愚不可及！ 罗伯特：面对的就算是神，我也要绽放自己光彩！,2019-02-22 12:00:24,245,爱看电视的方风,10197755,6193,40,24,27,870,"MUGEN,狂级,拳皇,KOF,自制,单机游戏,凶级,罗伯特,水蛇,大蛇","没想到吧！居然是屠神萝卜和水蛇，我也是突发奇想才录的这个，至于录制难度嘛，先保密。
Mugen的魅力在于它无限的可能性中，我没有那么大能力复制范马的杀神一击，只能做成这个样子了
感谢各位作者制作的精美人物和AI，视频如有违规请通知我，我会做出回应并说明的。
禁止攻击人物、AI和作者
PS：我们Mugen高中的群号: 581818247， 真心喜欢Mugen,喜欢语C的小伙伴们请加入我们。
我们Mugen高中欢迎新同学的加入哟~o( =∩w∩= )m"
BV1Yb41127N8,http://www.bilibili.com/video/av43641180,mugen：大地破坏者盖亚！VS准红哥奈克瑟斯！,2019-02-15 15:59:23,246,叶光使者洛天依,302129350,6163,10,8,17,139,"MUGEN,奥特曼,格斗游戏,狂级,盖亚奥特曼,格斗,单机游戏,英雄,奈克赛斯奥特曼",我倒是想看一下那个奥特战士最牛逼那就看看他们有多辛运了！！！！！
BV1qb411k7Uj,http://www.bilibili.com/video/av42317365,【MUGEN】人物强度测试新春贺岁篇（传说草的拜年拳法）草薙京：新年快乐！大家不用担心早饭的问题，我来弄烤鸡蛋！,2019-02-04 12:00:56,247,爱看电视的方风,10197755,6018,45,168,36,1187,"MUGEN,狂级,十割,拳皇,游戏,格斗,新人,KOF,自制,草薙京","看简介：视频开头有误，传说草作者是glasses氏，但是def文件作者那一栏写jin我不知道是什么情况，希望有大佬科普一下
明天就是大年初一，up主与众人物在这里给大家拜年了！
（传说草：为啥不带我？up：你拜年会出人命的！）
这是假期最后一个60帧的视频了，暂时停更一个星期，过年都懂。
感谢各位作者制作的精美人物和AI，视频如有违规请通知我，我会做出回应并说明的。
禁止攻击人物、AI和作者
PS：我们Mugen高中的群号: 581818247， 真心喜欢Mugen,喜欢语C的小伙伴们请加入我们。
我们M"
BV1eb411m7qL,http://www.bilibili.com/video/av43319056,【Mugen】六小龄童vs地球姬,2019-02-12 17:06:26,248,就改这破网名丶,178971345,5960,43,70,29,1029,"寒假不再咕咕咕,MUGEN,mugen,六小龄童,西游记,月姬,爱尔奎特,型月","六小龄童，HP1000
地球姬，HP1000
血量200%"
BV1wb411r73T,http://www.bilibili.com/video/av42562838,【MUGEN】黄大地VS金属蛇,2019-02-03 21:56:11,249,叶之月丶RUNA,22858129,5948,20,127,23,277,"MUGEN,格斗,拳皇,大蛇,荒大地,KOF,搞笑,逗比",黄大地VS金属蛇
BV17b41167qn,http://www.bilibili.com/video/av42944163,【人物更新】Nests草薙京新增招式：拳皇XIV草薙京MAX2 · 百八十二式,2019-02-08 14:34:43,250,武圣拳尊347,10293554,5943,27,26,22,435,"MUGEN,手操,KOFM LV2","对人物修改技术还是非常欠缺，所能做的就只是别的人物现有的必杀全移植到这里来。
总之这还是一个非常漫长的过程，至于什么时候到我很满意，我也不知道……可能永远都不会……"
BV1bb411h7k3,http://www.bilibili.com/video/av44342382,梦忆睾丸vs乱伦幻影草,2019-02-22 10:33:36,251,Q5a77,370875483,5896,20,0,28,240,"MUGEN,手操,拳皇,单机游戏,KOF,拳皇MUGEN",拳皇mugen jim 20th 手机版资源在群里，视频内容有群号
BV1Lb411m7MS,http://www.bilibili.com/video/av43748823,【MUGEN】人物强度测试（大师牌V2）牌哥：今天的暴风子依旧美丽动人！ 666草：那就让我为你添上几分色彩吧！,2019-02-16 16:45:37,252,爱看电视的方风,10197755,5824,59,149,36,1239,"MUGEN,狂级,十割,拳皇,游戏,新人,KOF,自制,牌哥,罗兹威尔","我们的绿（划掉）dark♂湿牌登场了！他将如何拯救自己的老婆呢？
666草的目标究竟是谁？让我们拭目以待！
感谢各位作者制作的精美人物和AI，视频如有违规请通知我，我会做出回应并说明的。
禁止攻击人物、AI和作者
PS：我们Mugen高中的群号: 581818247， 真心喜欢Mugen,喜欢语C的小伙伴们请加入我们。
我们Mugen高中欢迎新同学的加入哟~o( =∩w∩= )m"
BV1Bb411r7jQ,http://www.bilibili.com/video/av42683357,【势力对抗战】杯赛常驻势力vs油管势力 21P Nao:我演的还可以吧#叶樱k:同道中人？,2019-02-05 08:30:33,253,DTexas,7426614,5726,82,173,36,808,"MUGEN,杯赛,狂级,十割,60FPS,外网人物,60fps","根据自己的接受能力选择性观看，如有不适请及时退出
这次准备了两场强度不是很高的，因为之前感觉有些人好像对较高强度的对战接受无能？
这个传说白炎草挺硬的，让神级人物打他他也能撑好一会儿。。。
cnao为1p，觉醒允许，觉醒后强化开关开启
另外感谢
“十里盗花香”
“薛定谔搞事牌厨怪夏亚”
两位近日的充电"
BV11b41167fQ,http://www.bilibili.com/video/av42483455,【Mugen】雅格威克：让我看看你的力量吧  &amp;经理：让开我要炸飞船emm,2019-02-03 05:37:36,254,魅ぃ影project,49743041,5714,21,186,37,1133,"MUGEN,狂级,自制,十割,雅格威克,炸飞船,nao","；雅格 时间1空间1 攻0.5    
；1pNAO 55攻
; 3p狂绅士
；7p暴风子    ；12p零子
；7p渊境暴君
；5p  PP妮子 ai12
；灵域8p    龙域7p
；布莱克11p    6p GTG洛克
自制的娱乐视频，喜欢的朋友投币；收藏；点赞三连emmm
如有违规请告知；我会处理&amp;"
BV11b411z7Yk,http://www.bilibili.com/video/av42811026,【mugen】11P酱酱酱(天狼星)VS哈牛(真神羽入)强制死宣,2019-02-06 20:24:48,255,灵泉w,9307718,5688,12,5,9,73,"MUGEN,死宣",因为自己玩第一次遇到哈牛死宣，正好录了就发上来了…可惜哈牛的死宣bgm听的不是很清楚。最后，11P自闭酱酱酱赛高！
BV12b411a7Hz,http://www.bilibili.com/video/av44099855,【势力对抗战】杯赛常驻势力vs油管势力 P23 白炎8:你再给劳资笑一个?#GI:你再给劳资觉醒一个?,2019-02-19 21:13:50,256,DTexas,7426614,5656,52,156,48,667,"MUGEN,杯赛,狂级,十割,60FPS,外网人物","根据自己的接受能力选择性观看，如有不适请及时退出
本来应该消失一段时间的，但是半路杀出来个元宵节233
所以先祝各位元宵快乐咯~
不要问我为啥给金家潘用handclap，你们自己看看就能体会了
另外感谢:
“南了个衫衫衫”
“容颜丿为谁画”
“十里盗花香”
“薛定谔搞事牌厨怪夏亚”
“Element-Kyo”
“请叫我圆神”
4位2月份的充电，感谢你们的支持
Enjoy the video:)"
